INSERT into STUDENT values ('Student0', 6.93, 7, 'PES2UG18ME033', 'ME', 'Student0@gmail.com', 7511019992, 0);
INSERT into STUDENT values ('Student405', 8.23, 7, 0430, 'CSE', 'Student405@rediffmail.com', 6347993697, 1);

INSERT into STUDENT values ('Student406', 6.52, 3, 0432, 'ME', 'Student406@rediffmail.com', 6255988087, 1);

INSERT into STUDENT values ('Student407', 7.9, 7, 0434, 'ECE', 'Student407@outlook.com', 7537555981, 1);

INSERT into STUDENT values ('Student408', 10.68, 3, 0436, 'ECE', 'Student408@yahoo.com', 9583269922, 1);

INSERT into STUDENT values ('Student409', 5.91, 7, 0438, 'ME', 'Student409@outlook.com', 7413997597, 1);

INSERT into STUDENT values ('Student410', 6.12, 7, 0440, 'EEE', 'Student410@hotmail.com', 9676284426, 1);

INSERT into STUDENT values ('Student411', 4.43, 3, 0442, 'BT', 'Student411@yahoo.com', 8598606546, 1);

INSERT into STUDENT values ('Student413', 6.7, 3, 0444, 'EEE', 'Student413@yahoo.com', 9710807560, 1);

INSERT into STUDENT values ('Student414', 6.21, 7, 0446, 'CSE', 'Student414@rediffmail.com', 8405949168, 1);

INSERT into STUDENT values ('Student419', 8.37, 7, 0448, 'BT', 'Student419@yahoo.com', 6012587877, 1);

INSERT into STUDENT values ('Student420', 9.45, 3, 0450, 'BT', 'Student420@rediffmail.com', 6272621231, 1);

INSERT into STUDENT values ('Student421', 1.24, 1, 0452, 'ECE', 'Student421@gmail.com', 7083616209, 1);

INSERT into STUDENT values ('Student424', 8.15, 1, 0454, 'EEE', 'Student424@rediffmail.com', 6244301816, 1);

INSERT into STUDENT values ('Student426', 7.12, 3, 0456, 'BT', 'Student426@rediffmail.com', 6619510208, 1);

INSERT into STUDENT values ('Student432', 9.94, 7, 0458, 'EEE', 'Student432@hotmail.com', 7404150543, 1);

INSERT into STUDENT values ('Student433', 10.23, 3, 0460, 'CSE', 'Student433@rediffmail.com', 8351676826, 1);

INSERT into STUDENT values ('Student434', 2.85, 5, 0462, 'BT', 'Student434@yahoo.com', 7852851875, 1);

INSERT into STUDENT values ('Student435', 3.19, 7, 0464, 'ME', 'Student435@outlook.com', 9527884395, 1);

INSERT into STUDENT values ('Student436', 10.22, 5, 0466, 'EEE', 'Student436@hotmail.com', 6974262775, 1);

INSERT into STUDENT values ('Student437', 4.37, 1, 0468, 'EEE', 'Student437@outlook.com', 6981949294, 1);

INSERT into STUDENT values ('Student440', 7.24, 7, 0470, 'ME', 'Student440@gmail.com', 8993343679, 1);

INSERT into STUDENT values ('Student442', 5.95, 3, 0472, 'ME', 'Student442@yahoo.com', 6066552018, 1);

INSERT into STUDENT values ('Student444', 6.18, 1, 0474, 'ECE', 'Student444@outlook.com', 7532010134, 1);

INSERT into STUDENT values ('Student447', 3.11, 5, 0476, 'CV', 'Student447@outlook.com', 8268902436, 1);

INSERT into STUDENT values ('Student448', 3.64, 5, 0478, 'CSE', 'Student448@rediffmail.com', 8451749517, 1);

INSERT into STUDENT values ('Student449', 5.61, 5, 0480, 'CV', 'Student449@hotmail.com', 6663666845, 1);

INSERT into STUDENT values ('Student450', 1.18, 3, 0482, 'BT', 'Student450@outlook.com', 8467484093, 1);

INSERT into STUDENT values ('Student453', 3.27, 1, 0484, 'ME', 'Student453@rediffmail.com', 8667543798, 1);

INSERT into STUDENT values ('Student459', 7.56, 1, 0486, 'ECE', 'Student459@outlook.com', 8875133391, 1);

INSERT into STUDENT values ('Student462', 8.06, 1, 0488, 'CSE', 'Student462@outlook.com', 8558285946, 1);

INSERT into STUDENT values ('Student464', 6.98, 7, 0490, 'BT', 'Student464@gmail.com', 9958077974, 1);

INSERT into STUDENT values ('Student468', 5.57, 7, 0492, 'EEE', 'Student468@rediffmail.com', 9707653176, 1);

INSERT into STUDENT values ('Student471', 3.72, 3, 0494, 'ECE', 'Student471@yahoo.com', 8701813288, 1);

INSERT into STUDENT values ('Student473', 10.92, 7, 0496, 'CV', 'Student473@yahoo.com', 8570257806, 1);

INSERT into STUDENT values ('Student475', 8.61, 7, 0498, 'ECE', 'Student475@hotmail.com', 9220464006, 1);

INSERT into STUDENT values ('Student477', 4.87, 1, 0500, 'CSE', 'Student477@rediffmail.com', 8541370969, 1);

INSERT into STUDENT values ('Student478', 5.69, 3, 0502, 'EEE', 'Student478@hotmail.com', 9146036468, 1);

INSERT into STUDENT values ('Student480', 7.71, 3, 0504, 'BT', 'Student480@rediffmail.com', 8258651265, 1);

INSERT into STUDENT values ('Student481', 3.05, 7, 0506, 'ECE', 'Student481@rediffmail.com', 6759564091, 1);

INSERT into STUDENT values ('Student485', 7.27, 5, 0508, 'CV', 'Student485@rediffmail.com', 8174269286, 1);

INSERT into STUDENT values ('Student486', 1.95, 3, 0510, 'ME', 'Student486@rediffmail.com', 8846079241, 1);

INSERT into STUDENT values ('Student487', 5.0, 7, 0512, 'CSE', 'Student487@rediffmail.com', 8819253992, 1);

INSERT into STUDENT values ('Student488', 3.29, 1, 0514, 'BT', 'Student488@rediffmail.com', 6941979519, 1);

INSERT into STUDENT values ('Student489', 9.67, 1, 0516, 'BT', 'Student489@outlook.com', 6038665069, 1);

INSERT into STUDENT values ('Student491', 9.78, 1, 0518, 'EEE', 'Student491@gmail.com', 7035947182, 1);

INSERT into STUDENT values ('Student493', 2.74, 1, 0520, 'CSE', 'Student493@rediffmail.com', 8960463363, 1);

INSERT into STUDENT values ('Student494', 4.17, 1, 0522, 'CV', 'Student494@outlook.com', 8554520817, 1);

INSERT into STUDENT values ('Student495', 4.06, 1, 0524, 'BT', 'Student495@hotmail.com', 9253382608, 1);

INSERT into STUDENT values ('Student496', 6.14, 3, 0526, 'CV', 'Student496@rediffmail.com', 7293197917, 1);

INSERT into STUDENT values ('Student497', 5.87, 5, 0528, 'CV', 'Student497@gmail.com', 7619037123, 1);

INSERT into STUDENT values ('Student498', 2.38, 7, 0530, 'BT', 'Student498@hotmail.com', 8225281646, 1);

INSERT into STUDENT values ('Student502', 2.81, 3, 0532, 'CV', 'Student502@rediffmail.com', 9838620876, 1);

INSERT into STUDENT values ('Student505', 1.1, 3, 0534, 'EEE', 'Student505@gmail.com', 8837990777, 1);

INSERT into STUDENT values ('Student506', 2.02, 7, 0536, 'ECE', 'Student506@gmail.com', 9527128283, 1);

INSERT into STUDENT values ('Student508', 3.08, 3, 0538, 'CSE', 'Student508@yahoo.com', 8423295863, 1);

INSERT into STUDENT values ('Student509', 1.85, 1, 0540, 'CV', 'Student509@rediffmail.com', 9847005614, 1);

INSERT into STUDENT values ('Student514', 4.7, 7, 0542, 'ME', 'Student514@rediffmail.com', 7730179599, 1);

INSERT into STUDENT values ('Student515', 2.75, 1, 0544, 'EEE', 'Student515@yahoo.com', 6292241098, 1);

INSERT into STUDENT values ('Student516', 10.35, 3, 0546, 'EEE', 'Student516@rediffmail.com', 8255620512, 1);

INSERT into STUDENT values ('Student517', 5.79, 5, 0548, 'ECE', 'Student517@outlook.com', 9758480401, 1);

INSERT into STUDENT values ('Student519', 3.52, 5, 0550, 'EEE', 'Student519@yahoo.com', 9951194617, 1);

INSERT into STUDENT values ('Student520', 6.55, 7, 0552, 'CSE', 'Student520@hotmail.com', 9559078943, 1);

INSERT into STUDENT values ('Student523', 1.55, 1, 0554, 'ME', 'Student523@rediffmail.com', 9340969012, 1);

INSERT into STUDENT values ('Student524', 6.7, 3, 0556, 'EEE', 'Student524@gmail.com', 9709548910, 1);

INSERT into STUDENT values ('Student525', 6.91, 7, 0558, 'CSE', 'Student525@outlook.com', 6126176550, 1);

INSERT into STUDENT values ('Student526', 9.42, 5, 0560, 'CV', 'Student526@outlook.com', 8069926981, 1);

INSERT into STUDENT values ('Student529', 2.0, 3, 0562, 'CV', 'Student529@yahoo.com', 8053875768, 1);

INSERT into STUDENT values ('Student539', 8.85, 3, 0564, 'EEE', 'Student539@rediffmail.com', 8707144564, 1);

INSERT into STUDENT values ('Student543', 8.32, 3, 0566, 'ME', 'Student543@rediffmail.com', 6147174704, 1);

INSERT into STUDENT values ('Student544', 9.29, 5, 0568, 'BT', 'Student544@outlook.com', 6214375134, 1);

INSERT into STUDENT values ('Student545', 8.31, 3, 0570, 'ECE', 'Student545@gmail.com', 7830887860, 1);

INSERT into STUDENT values ('Student550', 7.47, 1, 0572, 'CSE', 'Student550@outlook.com', 9951781862, 1);

INSERT into STUDENT values ('Student551', 9.57, 5, 0574, 'ECE', 'Student551@hotmail.com', 8491880676, 1);

INSERT into STUDENT values ('Student552', 9.97, 3, 0576, 'CV', 'Student552@hotmail.com', 6024304035, 1);

INSERT into STUDENT values ('Student554', 8.08, 5, 0578, 'CV', 'Student554@yahoo.com', 6536689633, 1);

INSERT into STUDENT values ('Student555', 5.76, 7, 0580, 'CV', 'Student555@yahoo.com', 9342405672, 1);

INSERT into STUDENT values ('Student557', 9.28, 1, 0582, 'ECE', 'Student557@outlook.com', 8178473425, 1);

INSERT into STUDENT values ('Student559', 3.84, 7, 0584, 'EEE', 'Student559@outlook.com', 8051900327, 1);

INSERT into STUDENT values ('Student561', 9.42, 7, 0586, 'BT', 'Student561@yahoo.com', 7520891127, 1);

INSERT into STUDENT values ('Student562', 3.15, 1, 0588, 'ME', 'Student562@gmail.com', 8470831858, 1);

INSERT into STUDENT values ('Student563', 4.64, 1, 0590, 'ME', 'Student563@outlook.com', 7053386817, 1);

INSERT into STUDENT values ('Student567', 5.95, 1, 0592, 'ECE', 'Student567@rediffmail.com', 9620313481, 1);

INSERT into STUDENT values ('Student572', 6.84, 5, 0594, 'EEE', 'Student572@yahoo.com', 9754005925, 1);

INSERT into STUDENT values ('Student574', 7.24, 7, 0596, 'ECE', 'Student574@rediffmail.com', 8744084803, 1);

INSERT into STUDENT values ('Student575', 5.89, 5, 0598, 'ME', 'Student575@gmail.com', 6411101940, 1);

INSERT into STUDENT values ('Student577', 6.21, 3, 0600, 'CV', 'Student577@gmail.com', 8364001408, 1);

INSERT into STUDENT values ('Student578', 3.12, 3, 0602, 'EEE', 'Student578@outlook.com', 7432345004, 1);

INSERT into STUDENT values ('Student583', 5.85, 3, 0604, 'ECE', 'Student583@yahoo.com', 8585527174, 1);

INSERT into STUDENT values ('Student586', 8.9, 3, 0606, 'EEE', 'Student586@outlook.com', 9568576513, 1);

INSERT into STUDENT values ('Student588', 7.22, 7, 0608, 'CV', 'Student588@hotmail.com', 7230687447, 1);

INSERT into STUDENT values ('Student589', 2.03, 1, 0610, 'CSE', 'Student589@outlook.com', 8892207390, 1);

INSERT into STUDENT values ('Student591', 1.0, 5, 0612, 'CSE', 'Student591@gmail.com', 9974837643, 1);

INSERT into STUDENT values ('Student594', 7.01, 3, 0614, 'ECE', 'Student594@hotmail.com', 9151350920, 1);

INSERT into STUDENT values ('Student595', 3.7, 5, 0616, 'CV', 'Student595@rediffmail.com', 9739663494, 1);

INSERT into STUDENT values ('Student596', 2.54, 3, 0618, 'BT', 'Student596@yahoo.com', 7718952922, 1);

INSERT into STUDENT values ('Student597', 9.9, 1, 0620, 'CSE', 'Student597@rediffmail.com', 7920579596, 1);

INSERT into STUDENT values ('Student599', 6.83, 3, 0622, 'CV', 'Student599@gmail.com', 7744408723, 1);

INSERT into STUDENT values ('Student600', 1.26, 1, 0624, 'EEE', 'Student600@outlook.com', 9449004875, 1);

INSERT into STUDENT values ('Student603', 8.18, 1, 0626, 'CV', 'Student603@yahoo.com', 6591843816, 1);

INSERT into STUDENT values ('Student605', 10.11, 3, 0628, 'BT', 'Student605@outlook.com', 9585269615, 1);

INSERT into STUDENT values ('Student606', 1.59, 5, 0630, 'EEE', 'Student606@hotmail.com', 9585318599, 1);

INSERT into STUDENT values ('Student607', 6.45, 5, 0632, 'CSE', 'Student607@outlook.com', 6810439740, 1);

INSERT into STUDENT values ('Student611', 4.59, 7, 0634, 'ECE', 'Student611@hotmail.com', 9406676094, 1);

INSERT into STUDENT values ('Student612', 7.71, 5, 0636, 'EEE', 'Student612@yahoo.com', 6121696989, 1);

INSERT into STUDENT values ('Student613', 4.38, 1, 0638, 'BT', 'Student613@gmail.com', 9775593686, 1);

INSERT into STUDENT values ('Student616', 1.23, 1, 0640, 'EEE', 'Student616@gmail.com', 9147185477, 1);

INSERT into STUDENT values ('Student618', 1.47, 7, 0642, 'EEE', 'Student618@gmail.com', 6143947365, 1);

INSERT into STUDENT values ('Student624', 5.12, 5, 0644, 'EEE', 'Student624@rediffmail.com', 9468900312, 1);

INSERT into STUDENT values ('Student630', 5.04, 1, 0646, 'ME', 'Student630@yahoo.com', 8983352286, 1);

INSERT into STUDENT values ('Student632', 3.07, 1, 0648, 'CV', 'Student632@outlook.com', 7867935803, 1);

INSERT into STUDENT values ('Student633', 1.82, 7, 0650, 'BT', 'Student633@hotmail.com', 9048415253, 1);

INSERT into STUDENT values ('Student636', 4.83, 1, 0652, 'ECE', 'Student636@yahoo.com', 6608338615, 1);

INSERT into STUDENT values ('Student637', 3.62, 5, 0654, 'BT', 'Student637@outlook.com', 9937947822, 1);

INSERT into STUDENT values ('Student642', 8.87, 3, 0656, 'BT', 'Student642@yahoo.com', 7352481338, 1);

INSERT into STUDENT values ('Student643', 2.66, 5, 0658, 'BT', 'Student643@hotmail.com', 6849999821, 1);

INSERT into STUDENT values ('Student644', 8.37, 5, 0660, 'ECE', 'Student644@gmail.com', 6116128314, 1);

INSERT into STUDENT values ('Student645', 6.64, 7, 0662, 'ECE', 'Student645@yahoo.com', 6103237146, 1);

INSERT into STUDENT values ('Student646', 3.16, 1, 0664, 'ECE', 'Student646@outlook.com', 8656184951, 1);

INSERT into STUDENT values ('Student648', 6.27, 3, 0666, 'CSE', 'Student648@outlook.com', 6559267403, 1);

INSERT into STUDENT values ('Student652', 8.99, 1, 0668, 'CSE', 'Student652@outlook.com', 9386481704, 1);

INSERT into STUDENT values ('Student653', 8.3, 5, 0670, 'BT', 'Student653@hotmail.com', 9927756306, 1);

INSERT into STUDENT values ('Student655', 8.22, 3, 0672, 'EEE', 'Student655@gmail.com', 9361575619, 1);

INSERT into STUDENT values ('Student656', 4.88, 1, 0674, 'BT', 'Student656@rediffmail.com', 7197302986, 1);

INSERT into STUDENT values ('Student658', 8.44, 1, 0676, 'BT', 'Student658@gmail.com', 6919503529, 1);

INSERT into STUDENT values ('Student662', 6.95, 7, 0678, 'BT', 'Student662@gmail.com', 8814485826, 1);

INSERT into STUDENT values ('Student663', 5.26, 3, 0680, 'ME', 'Student663@gmail.com', 8962496497, 1);

INSERT into STUDENT values ('Student666', 5.21, 7, 0682, 'BT', 'Student666@outlook.com', 9856935120, 1);

INSERT into STUDENT values ('Student668', 1.4, 3, 0684, 'ECE', 'Student668@rediffmail.com', 7047913386, 1);

INSERT into STUDENT values ('Student670', 9.13, 1, 0686, 'ME', 'Student670@hotmail.com', 7680264166, 1);

INSERT into STUDENT values ('Student671', 8.2, 3, 0688, 'CV', 'Student671@hotmail.com', 9381194020, 1);

INSERT into STUDENT values ('Student672', 10.2, 7, 0690, 'ME', 'Student672@yahoo.com', 9642000104, 1);

INSERT into STUDENT values ('Student674', 7.79, 7, 0692, 'EEE', 'Student674@hotmail.com', 9581350251, 1);

INSERT into STUDENT values ('Student675', 6.76, 1, 0694, 'BT', 'Student675@outlook.com', 8639798850, 1);

INSERT into STUDENT values ('Student676', 6.54, 7, 0696, 'CSE', 'Student676@yahoo.com', 7193766254, 1);

INSERT into STUDENT values ('Student678', 5.04, 5, 0698, 'ME', 'Student678@outlook.com', 8828828910, 1);

INSERT into STUDENT values ('Student679', 2.24, 7, 0700, 'ME', 'Student679@outlook.com', 8524133268, 1);

INSERT into STUDENT values ('Student680', 7.17, 1, 0702, 'EEE', 'Student680@hotmail.com', 8091169134, 1);

INSERT into STUDENT values ('Student681', 9.94, 1, 0704, 'ME', 'Student681@gmail.com', 9551398367, 1);

INSERT into STUDENT values ('Student682', 8.68, 5, 0706, 'CV', 'Student682@hotmail.com', 8311509152, 1);

INSERT into STUDENT values ('Student683', 4.17, 7, 0708, 'BT', 'Student683@yahoo.com', 6207027659, 1);

INSERT into STUDENT values ('Student684', 6.73, 7, 0710, 'BT', 'Student684@outlook.com', 7854904309, 1);

INSERT into STUDENT values ('Student685', 4.33, 7, 0712, 'EEE', 'Student685@yahoo.com', 6597049280, 1);

INSERT into STUDENT values ('Student689', 8.84, 7, 0714, 'BT', 'Student689@hotmail.com', 7697954268, 1);

INSERT into STUDENT values ('Student690', 6.8, 5, 0716, 'ECE', 'Student690@hotmail.com', 6286037450, 1);

INSERT into STUDENT values ('Student691', 9.27, 1, 0718, 'CSE', 'Student691@hotmail.com', 9028852155, 1);

INSERT into STUDENT values ('Student692', 9.7, 3, 0720, 'CSE', 'Student692@rediffmail.com', 7160208300, 1);

INSERT into STUDENT values ('Student693', 2.66, 5, 0722, 'ECE', 'Student693@yahoo.com', 6372007469, 1);

INSERT into STUDENT values ('Student695', 4.15, 5, 0724, 'CSE', 'Student695@hotmail.com', 8759462176, 1);

INSERT into STUDENT values ('Student696', 6.01, 1, 0726, 'CV', 'Student696@gmail.com', 6873279759, 1);
